Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,"SMITH-ROWE, LLC",245500.0,245500.0,GUILFORD,05/28/2024,4911720.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,TRIANGLE GRADING & PAVING INC,240000.0,240000.0,GUILFORD,05/28/2024,5369622.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,304887.25,304887.25,GUILFORD,05/28/2024,5632425.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,"SMITH-ROWE, LLC",37500.0,37500.0,GUILFORD,05/28/2024,4911720.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,TRIANGLE GRADING & PAVING INC,65000.0,65000.0,GUILFORD,05/28/2024,5369622.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,33600.0,33600.0,GUILFORD,05/28/2024,5632425.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,3,0036000000-E,ROADWAY ITEMS,UNDERCUT EXCAVATION,,100.0,CY,"SMITH-ROWE, LLC",46.15,4615.0,GUILFORD,05/28/2024,4911720.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,3,0036000000-E,ROADWAY ITEMS,UNDERCUT EXCAVATION,,100.0,CY,TRIANGLE GRADING & PAVING INC,50.0,5000.0,GUILFORD,05/28/2024,5369622.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,3,0036000000-E,ROADWAY ITEMS,UNDERCUT EXCAVATION,,100.0,CY,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,63.96,6396.0,GUILFORD,05/28/2024,5632425.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,4,0043000000-N,ROADWAY ITEMS,GRADING (226),,1.0,LS,"SMITH-ROWE, LLC",968082.54,968082.54,GUILFORD,05/28/2024,4911720.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,4,0043000000-N,ROADWAY ITEMS,GRADING (226),,1.0,LS,TRIANGLE GRADING & PAVING INC,1638468.0,1638468.0,GUILFORD,05/28/2024,5369622.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,4,0043000000-N,ROADWAY ITEMS,GRADING (226),,1.0,LS,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,1705501.81,1705501.81,GUILFORD,05/28/2024,5632425.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,5,0195000000-E,ROADWAY ITEMS,SELECT GRANULAR MATERIAL,,100.0,CY,"SMITH-ROWE, LLC",1.0,100.0,GUILFORD,05/28/2024,4911720.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,5,0195000000-E,ROADWAY ITEMS,SELECT GRANULAR MATERIAL,,100.0,CY,TRIANGLE GRADING & PAVING INC,60.0,6000.0,GUILFORD,05/28/2024,5369622.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,5,0195000000-E,ROADWAY ITEMS,SELECT GRANULAR MATERIAL,,100.0,CY,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,82.72,8272.0,GUILFORD,05/28/2024,5632425.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,6,0196000000-E,ROADWAY ITEMS,GEOTEXTILE SOIL STABILIZATION,,100.0,SY,"SMITH-ROWE, LLC",5.15,515.0,GUILFORD,05/28/2024,4911720.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,6,0196000000-E,ROADWAY ITEMS,GEOTEXTILE SOIL STABILIZATION,,100.0,SY,TRIANGLE GRADING & PAVING INC,7.0,700.0,GUILFORD,05/28/2024,5369622.0,36.0899873,-79.8296743
C204908,"GRADING, DRAINAGE, AND PAVING.",RAILWAY-HIGHWAY CROSSING CLOSURE AT PINE STREET AND NORFOLK SOUTHERN CROSSING 722 957-L.,6,0196000000-E,ROADWAY ITEMS,GEOTEXTILE SOIL STABILIZATION,,100.0,SY,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,13.67,1367.0,GUILFORD,05/28/2024,5632425.0,36.0899873,-79.8296743
