Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,148396.27,148396.27,"GUILFORD, ROCKINGHAM",03/19/2024,5794919.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,BLYTHE CONSTRUCTION INC,130000.0,130000.0,"GUILFORD, ROCKINGHAM",03/19/2024,6042984.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,APAC ATLANTIC INC THOMPSON ARTHUR DIVISION,348000.0,348000.0,"GUILFORD, ROCKINGHAM",03/19/2024,6970645.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,2,0106000000-E,ROADWAY ITEMS,BORROW EXCAVATION,,276.0,CY,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,53.43,14746.68,"GUILFORD, ROCKINGHAM",03/19/2024,5794919.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,2,0106000000-E,ROADWAY ITEMS,BORROW EXCAVATION,,276.0,CY,BLYTHE CONSTRUCTION INC,55.0,15180.0,"GUILFORD, ROCKINGHAM",03/19/2024,6042984.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,2,0106000000-E,ROADWAY ITEMS,BORROW EXCAVATION,,276.0,CY,APAC ATLANTIC INC THOMPSON ARTHUR DIVISION,60.0,16560.0,"GUILFORD, ROCKINGHAM",03/19/2024,6970645.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,3,1220000000-E,ROADWAY ITEMS,INCIDENTAL STONE BASE,,909.0,TON,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,1.0,909.0,"GUILFORD, ROCKINGHAM",03/19/2024,5794919.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,3,1220000000-E,ROADWAY ITEMS,INCIDENTAL STONE BASE,,909.0,TON,BLYTHE CONSTRUCTION INC,80.0,72720.0,"GUILFORD, ROCKINGHAM",03/19/2024,6042984.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,3,1220000000-E,ROADWAY ITEMS,INCIDENTAL STONE BASE,,909.0,TON,APAC ATLANTIC INC THOMPSON ARTHUR DIVISION,105.0,95445.0,"GUILFORD, ROCKINGHAM",03/19/2024,6970645.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,4,1245000000-E,ROADWAY ITEMS,SHOULDER RECONSTRUCTION,,43.55,SMI,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,2258.59,98361.59,"GUILFORD, ROCKINGHAM",03/19/2024,5794919.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,4,1245000000-E,ROADWAY ITEMS,SHOULDER RECONSTRUCTION,,43.55,SMI,BLYTHE CONSTRUCTION INC,3250.0,141537.5,"GUILFORD, ROCKINGHAM",03/19/2024,6042984.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,4,1245000000-E,ROADWAY ITEMS,SHOULDER RECONSTRUCTION,,43.55,SMI,APAC ATLANTIC INC THOMPSON ARTHUR DIVISION,4850.0,211217.5,"GUILFORD, ROCKINGHAM",03/19/2024,6970645.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,5,1260000000-E,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW,,2268.0,TON,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,43.61,98907.48,"GUILFORD, ROCKINGHAM",03/19/2024,5794919.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,5,1260000000-E,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW,,2268.0,TON,BLYTHE CONSTRUCTION INC,45.0,102060.0,"GUILFORD, ROCKINGHAM",03/19/2024,6042984.0,36.2617457,-79.8296743
C204928,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF NC-62 AND 39 SECTIONS OF SECONDARY ROADS.,5,1260000000-E,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW,,2268.0,TON,APAC ATLANTIC INC THOMPSON ARTHUR DIVISION,30.0,68040.0,"GUILFORD, ROCKINGHAM",03/19/2024,6970645.0,36.2617457,-79.8296743
