Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204704        ,"MILLING, RESURF, FULL DEPTH RECLAMATION, AND SHDLR RECONST.","1 SECTION OF NC-16, 3 SECTIONS OF NC-73, AND 14 SECTIONS OF SECONDARY ROADS.",1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,BLYTHE BROTHERS ASPHALT CO LLC,307800.0,307800.0,Mecklenburg,03/15/2022,6152714.0,35.2632655,-80.8543847
C204704        ,"MILLING, RESURF, FULL DEPTH RECLAMATION, AND SHDLR RECONST.","1 SECTION OF NC-16, 3 SECTIONS OF NC-73, AND 14 SECTIONS OF SECONDARY ROADS.",1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,BLYTHE CONSTRUCTION INC,385000.0,385000.0,Mecklenburg,03/15/2022,7735430.0,35.2632655,-80.8543847
C204704        ,"MILLING, RESURF, FULL DEPTH RECLAMATION, AND SHDLR RECONST.","1 SECTION OF NC-16, 3 SECTIONS OF NC-73, AND 14 SECTIONS OF SECONDARY ROADS.",1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,REEVES CONSTRUCTION COMPANY,418000.0,418000.0,Mecklenburg,03/15/2022,8369383.0,35.2632655,-80.8543847
C204704        ,"MILLING, RESURF, FULL DEPTH RECLAMATION, AND SHDLR RECONST.","1 SECTION OF NC-16, 3 SECTIONS OF NC-73, AND 14 SECTIONS OF SECONDARY ROADS.",2,0106000000-E ,ROADWAY ITEMS,BORROW EXCAVATION, ,2396.0,CY  ,BLYTHE BROTHERS ASPHALT CO LLC,53.5,128186.0,Mecklenburg,03/15/2022,6152714.0,35.2632655,-80.8543847
C204704        ,"MILLING, RESURF, FULL DEPTH RECLAMATION, AND SHDLR RECONST.","1 SECTION OF NC-16, 3 SECTIONS OF NC-73, AND 14 SECTIONS OF SECONDARY ROADS.",2,0106000000-E ,ROADWAY ITEMS,BORROW EXCAVATION, ,2396.0,CY  ,BLYTHE CONSTRUCTION INC,60.0,143760.0,Mecklenburg,03/15/2022,7735430.0,35.2632655,-80.8543847
C204704        ,"MILLING, RESURF, FULL DEPTH RECLAMATION, AND SHDLR RECONST.","1 SECTION OF NC-16, 3 SECTIONS OF NC-73, AND 14 SECTIONS OF SECONDARY ROADS.",2,0106000000-E ,ROADWAY ITEMS,BORROW EXCAVATION, ,2396.0,CY  ,REEVES CONSTRUCTION COMPANY,70.0,167720.0,Mecklenburg,03/15/2022,8369383.0,35.2632655,-80.8543847
C204704        ,"MILLING, RESURF, FULL DEPTH RECLAMATION, AND SHDLR RECONST.","1 SECTION OF NC-16, 3 SECTIONS OF NC-73, AND 14 SECTIONS OF SECONDARY ROADS.",3,0241000000-E ,ROADWAY ITEMS,GENERIC GRADING ITEM (SY),SOIL CEMENT BASE (FULL DEPTH RECLAMATION),44490.0,SY  ,BLYTHE BROTHERS ASPHALT CO LLC,4.05,180184.5,Mecklenburg,03/15/2022,6152714.0,35.2632655,-80.8543847
C204704        ,"MILLING, RESURF, FULL DEPTH RECLAMATION, AND SHDLR RECONST.","1 SECTION OF NC-16, 3 SECTIONS OF NC-73, AND 14 SECTIONS OF SECONDARY ROADS.",3,0241000000-E ,ROADWAY ITEMS,GENERIC GRADING ITEM (SY),SOIL CEMENT BASE (FULL DEPTH RECLAMATION),44490.0,SY  ,BLYTHE CONSTRUCTION INC,6.8,302532.0,Mecklenburg,03/15/2022,7735430.0,35.2632655,-80.8543847
C204704        ,"MILLING, RESURF, FULL DEPTH RECLAMATION, AND SHDLR RECONST.","1 SECTION OF NC-16, 3 SECTIONS OF NC-73, AND 14 SECTIONS OF SECONDARY ROADS.",3,0241000000-E ,ROADWAY ITEMS,GENERIC GRADING ITEM (SY),SOIL CEMENT BASE (FULL DEPTH RECLAMATION),44490.0,SY  ,REEVES CONSTRUCTION COMPANY,4.05,180184.5,Mecklenburg,03/15/2022,8369383.0,35.2632655,-80.8543847
C204704        ,"MILLING, RESURF, FULL DEPTH RECLAMATION, AND SHDLR RECONST.","1 SECTION OF NC-16, 3 SECTIONS OF NC-73, AND 14 SECTIONS OF SECONDARY ROADS.",4,1121000000-E ,ROADWAY ITEMS,AGGREGATE BASE COURSE, ,1756.0,TON ,BLYTHE BROTHERS ASPHALT CO LLC,39.0,68484.0,Mecklenburg,03/15/2022,6152714.0,35.2632655,-80.8543847
