Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204811,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-70, US-29, AND NC-150, AND 5 SECTIONS OF SECONDARY ROADS.",1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,J T RUSSELL & SONS INC,205000.0,205000.0,ROWAN,12/20/2022,4651490.0,35.6303455,-80.54384499999999
C204811,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-70, US-29, AND NC-150, AND 5 SECTIONS OF SECONDARY ROADS.",1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,NJR GROUP INC,245000.0,245000.0,ROWAN,12/20/2022,4991670.0,35.6303455,-80.54384499999999
C204811,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-70, US-29, AND NC-150, AND 5 SECTIONS OF SECONDARY ROADS.",1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,REEVES CONSTRUCTION COMPANY,333005.0,333005.0,ROWAN,12/20/2022,6660248.0,35.6303455,-80.54384499999999
C204811,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-70, US-29, AND NC-150, AND 5 SECTIONS OF SECONDARY ROADS.",2,0106000000-E,ROADWAY ITEMS,BORROW EXCAVATION,,2054.0,CY,J T RUSSELL & SONS INC,45.0,92430.0,ROWAN,12/20/2022,4651490.0,35.6303455,-80.54384499999999
C204811,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-70, US-29, AND NC-150, AND 5 SECTIONS OF SECONDARY ROADS.",2,0106000000-E,ROADWAY ITEMS,BORROW EXCAVATION,,2054.0,CY,NJR GROUP INC,45.0,92430.0,ROWAN,12/20/2022,4991670.0,35.6303455,-80.54384499999999
C204811,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-70, US-29, AND NC-150, AND 5 SECTIONS OF SECONDARY ROADS.",2,0106000000-E,ROADWAY ITEMS,BORROW EXCAVATION,,2054.0,CY,REEVES CONSTRUCTION COMPANY,57.0,117078.0,ROWAN,12/20/2022,6660248.0,35.6303455,-80.54384499999999
C204811,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-70, US-29, AND NC-150, AND 5 SECTIONS OF SECONDARY ROADS.",3,1220000000-E,ROADWAY ITEMS,INCIDENTAL STONE BASE,,546.0,TON,J T RUSSELL & SONS INC,1.0,546.0,ROWAN,12/20/2022,4651490.0,35.6303455,-80.54384499999999
C204811,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-70, US-29, AND NC-150, AND 5 SECTIONS OF SECONDARY ROADS.",3,1220000000-E,ROADWAY ITEMS,INCIDENTAL STONE BASE,,546.0,TON,NJR GROUP INC,1.0,546.0,ROWAN,12/20/2022,4991670.0,35.6303455,-80.54384499999999
C204811,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-70, US-29, AND NC-150, AND 5 SECTIONS OF SECONDARY ROADS.",3,1220000000-E,ROADWAY ITEMS,INCIDENTAL STONE BASE,,546.0,TON,REEVES CONSTRUCTION COMPANY,28.5,15561.0,ROWAN,12/20/2022,6660248.0,35.6303455,-80.54384499999999
C204811,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-70, US-29, AND NC-150, AND 5 SECTIONS OF SECONDARY ROADS.",4,1245000000-E,ROADWAY ITEMS,SHOULDER RECONSTRUCTION,,34.22,SMI,J T RUSSELL & SONS INC,2000.0,68440.0,ROWAN,12/20/2022,4651490.0,35.6303455,-80.54384499999999
