Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,ZACHRY CONSTRUCTION CORPORATION,421230.52,421230.52,GUILFORD,04/18/2023,8420829.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,"SMITH-ROWE, LLC",439800.0,439800.0,GUILFORD,04/18/2023,8797556.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,DANE CONSTRUCTION INC,453850.0,453850.0,GUILFORD,04/18/2023,9077018.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,W C ENGLISH INCORPORATED,450000.0,450000.0,GUILFORD,04/18/2023,9142692.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,CATON CONSTRUCTION GROUP INC,480000.0,480000.0,GUILFORD,04/18/2023,9661443.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,BRANCH CIVIL INC,403914.71,403914.71,GUILFORD,04/18/2023,9685000.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,VECELLIO & GROGAN INC,533000.0,533000.0,GUILFORD,04/18/2023,10518351.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,ZACHRY CONSTRUCTION CORPORATION,250000.0,250000.0,GUILFORD,04/18/2023,8420829.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,"SMITH-ROWE, LLC",85000.0,85000.0,GUILFORD,04/18/2023,8797556.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,DANE CONSTRUCTION INC,65000.0,65000.0,GUILFORD,04/18/2023,9077018.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,W C ENGLISH INCORPORATED,116871.0,116871.0,GUILFORD,04/18/2023,9142692.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,CATON CONSTRUCTION GROUP INC,75000.0,75000.0,GUILFORD,04/18/2023,9661443.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,BRANCH CIVIL INC,85000.0,85000.0,GUILFORD,04/18/2023,9685000.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,VECELLIO & GROGAN INC,75000.0,75000.0,GUILFORD,04/18/2023,10518351.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,3,0029000000-N,ROADWAY ITEMS,TYPE III REINFORCED APPR **********,(18+82.09 -L-),1.0,LS,ZACHRY CONSTRUCTION CORPORATION,120219.0,120219.0,GUILFORD,04/18/2023,8420829.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,3,0029000000-N,ROADWAY ITEMS,TYPE III REINFORCED APPR **********,(18+82.09 -L-),1.0,LS,"SMITH-ROWE, LLC",149800.0,149800.0,GUILFORD,04/18/2023,8797556.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,3,0029000000-N,ROADWAY ITEMS,TYPE III REINFORCED APPR **********,(18+82.09 -L-),1.0,LS,DANE CONSTRUCTION INC,315000.0,315000.0,GUILFORD,04/18/2023,9077018.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,3,0029000000-N,ROADWAY ITEMS,TYPE III REINFORCED APPR **********,(18+82.09 -L-),1.0,LS,W C ENGLISH INCORPORATED,100000.0,100000.0,GUILFORD,04/18/2023,9142692.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,3,0029000000-N,ROADWAY ITEMS,TYPE III REINFORCED APPR **********,(18+82.09 -L-),1.0,LS,CATON CONSTRUCTION GROUP INC,200000.0,200000.0,GUILFORD,04/18/2023,9661443.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,3,0029000000-N,ROADWAY ITEMS,TYPE III REINFORCED APPR **********,(18+82.09 -L-),1.0,LS,BRANCH CIVIL INC,182000.0,182000.0,GUILFORD,04/18/2023,9685000.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,3,0029000000-N,ROADWAY ITEMS,TYPE III REINFORCED APPR **********,(18+82.09 -L-),1.0,LS,VECELLIO & GROGAN INC,307395.03,307395.03,GUILFORD,04/18/2023,10518351.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,4,0043000000-N,ROADWAY ITEMS,GRADING,,1.0,LS,ZACHRY CONSTRUCTION CORPORATION,660506.0,660506.0,GUILFORD,04/18/2023,8420829.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,4,0043000000-N,ROADWAY ITEMS,GRADING,,1.0,LS,"SMITH-ROWE, LLC",1403000.0,1403000.0,GUILFORD,04/18/2023,8797556.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,4,0043000000-N,ROADWAY ITEMS,GRADING,,1.0,LS,DANE CONSTRUCTION INC,975000.0,975000.0,GUILFORD,04/18/2023,9077018.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,4,0043000000-N,ROADWAY ITEMS,GRADING,,1.0,LS,W C ENGLISH INCORPORATED,820082.0,820082.0,GUILFORD,04/18/2023,9142692.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,4,0043000000-N,ROADWAY ITEMS,GRADING,,1.0,LS,CATON CONSTRUCTION GROUP INC,734000.0,734000.0,GUILFORD,04/18/2023,9661443.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,4,0043000000-N,ROADWAY ITEMS,GRADING,,1.0,LS,BRANCH CIVIL INC,925000.0,925000.0,GUILFORD,04/18/2023,9685000.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,4,0043000000-N,ROADWAY ITEMS,GRADING,,1.0,LS,VECELLIO & GROGAN INC,630000.0,630000.0,GUILFORD,04/18/2023,10518351.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,5,0196000000-E,ROADWAY ITEMS,GEOTEXTILE SOIL STABILIZATION,,300.0,SY,ZACHRY CONSTRUCTION CORPORATION,3.0,900.0,GUILFORD,04/18/2023,8420829.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,5,0196000000-E,ROADWAY ITEMS,GEOTEXTILE SOIL STABILIZATION,,300.0,SY,"SMITH-ROWE, LLC",3.55,1065.0,GUILFORD,04/18/2023,8797556.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,5,0196000000-E,ROADWAY ITEMS,GEOTEXTILE SOIL STABILIZATION,,300.0,SY,DANE CONSTRUCTION INC,4.0,1200.0,GUILFORD,04/18/2023,9077018.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,5,0196000000-E,ROADWAY ITEMS,GEOTEXTILE SOIL STABILIZATION,,300.0,SY,W C ENGLISH INCORPORATED,3.15,945.0,GUILFORD,04/18/2023,9142692.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,5,0196000000-E,ROADWAY ITEMS,GEOTEXTILE SOIL STABILIZATION,,300.0,SY,CATON CONSTRUCTION GROUP INC,1.25,375.0,GUILFORD,04/18/2023,9661443.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,5,0196000000-E,ROADWAY ITEMS,GEOTEXTILE SOIL STABILIZATION,,300.0,SY,BRANCH CIVIL INC,8.0,2400.0,GUILFORD,04/18/2023,9685000.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,5,0196000000-E,ROADWAY ITEMS,GEOTEXTILE SOIL STABILIZATION,,300.0,SY,VECELLIO & GROGAN INC,5.25,1575.0,GUILFORD,04/18/2023,10518351.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,6,0199000000-E,ROADWAY ITEMS,TEMPORARY SHORING,,4210.0,SF,ZACHRY CONSTRUCTION CORPORATION,65.0,273650.0,GUILFORD,04/18/2023,8420829.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,6,0199000000-E,ROADWAY ITEMS,TEMPORARY SHORING,,4210.0,SF,"SMITH-ROWE, LLC",0.01,42.1,GUILFORD,04/18/2023,8797556.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,6,0199000000-E,ROADWAY ITEMS,TEMPORARY SHORING,,4210.0,SF,DANE CONSTRUCTION INC,130.0,547300.0,GUILFORD,04/18/2023,9077018.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,6,0199000000-E,ROADWAY ITEMS,TEMPORARY SHORING,,4210.0,SF,W C ENGLISH INCORPORATED,82.0,345220.0,GUILFORD,04/18/2023,9142692.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,6,0199000000-E,ROADWAY ITEMS,TEMPORARY SHORING,,4210.0,SF,CATON CONSTRUCTION GROUP INC,102.0,429420.0,GUILFORD,04/18/2023,9661443.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,6,0199000000-E,ROADWAY ITEMS,TEMPORARY SHORING,,4210.0,SF,BRANCH CIVIL INC,150.0,631500.0,GUILFORD,04/18/2023,9685000.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,6,0199000000-E,ROADWAY ITEMS,TEMPORARY SHORING,,4210.0,SF,VECELLIO & GROGAN INC,180.0,757800.0,GUILFORD,04/18/2023,10518351.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,7,0318000000-E,ROADWAY ITEMS,FND CONDIT MATL MINOR STRS,,115.0,TON,ZACHRY CONSTRUCTION CORPORATION,43.0,4945.0,GUILFORD,04/18/2023,8420829.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,7,0318000000-E,ROADWAY ITEMS,FND CONDIT MATL MINOR STRS,,115.0,TON,"SMITH-ROWE, LLC",52.35,6020.25,GUILFORD,04/18/2023,8797556.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,7,0318000000-E,ROADWAY ITEMS,FND CONDIT MATL MINOR STRS,,115.0,TON,DANE CONSTRUCTION INC,55.0,6325.0,GUILFORD,04/18/2023,9077018.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,7,0318000000-E,ROADWAY ITEMS,FND CONDIT MATL MINOR STRS,,115.0,TON,W C ENGLISH INCORPORATED,61.9,7118.5,GUILFORD,04/18/2023,9142692.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,7,0318000000-E,ROADWAY ITEMS,FND CONDIT MATL MINOR STRS,,115.0,TON,CATON CONSTRUCTION GROUP INC,50.0,5750.0,GUILFORD,04/18/2023,9661443.0,36.0899873,-79.8296743
C204813,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",BRIDGE #400225 OVER US-29/70 ON SR-1115 (REHOBETH CHURCH RD) IN GREENSBORO.,7,0318000000-E,ROADWAY ITEMS,FND CONDIT MATL MINOR STRS,,115.0,TON,BRANCH CIVIL INC,100.0,11500.0,GUILFORD,04/18/2023,9685000.0,36.0899873,-79.8296743
